depth,u_vel,v_vel,w_vel
0,0.03247147125181479,0.08955655238250503,0.0
1,-0.005850464254966464,0.014862621077984356,0.0
2,,,
3,0.16952625963910242,0.47063246245537516,0.0
4,,,
5,0.026557283600646617,0.08188141839370727,0.0
6,0.03833434987774998,0.10792877262357546,0.0
7,0.01274467873626385,0.05272404991240926,0.0
8,0.017989992144084806,0.06597185294331612,0.0
9,1.6355289671821555e-05,0.01923600002359808,0.0
10,0.01948503880535745,0.06441868647730176,0.0
11,0.008983323711406121,0.04436540513129941,0.0
12,0.015746890558533906,0.06784444927251275,0.0
13,0.0067544050009796085,0.09728553910389814,0.0
14,0.011056878180988113,0.05851152992005931,0.0
15,0.014849951296164043,0.11560531461005928,0.0
16,0.00820647745765306,0.04945140341701219,0.0
17,0.08791994477029277,0.2892323803721809,0.0
18,0.02548283037764354,0.08680906046815923,0.0
19,0.12477598125825409,0.4581441407800901,0.0
20,-0.08612644186435087,0.0860945208515313,0.0
21,0.1368769813456267,0.42811548372569797,0.0
22,0.09406664458214883,0.4130655630311074,0.0
23,,,
24,0.03538170239236516,0.13505777335466956,0.0
25,,,
26,0.06568286750560842,0.420869083433584,0.0
27,0.029661830062130985,0.3968114122605711,0.0
28,0.12126283342362255,0.6416127327899355,0.0
29,0.061984434929882835,0.5203200541655147,0.0
30,0.14066076399734023,0.4236675791664815,0.0
31,0.13104592014500396,0.3992572888629481,0.0
32,0.19570694100279165,0.5372845257443015,0.0
33,0.11794872561084563,0.4487094409354604,0.0
34,0.17121311836645084,0.4940668178185695,0.0
35,0.08124634057475909,0.36850329138200927,0.0
36,0.15185456433327396,0.4649162496225869,0.0
37,0.05307522427076509,0.41336027521420476,0.0
38,0.06501111540203594,0.40344241256787117,0.0
39,0.038487116236021454,0.28212870613782814,0.0
40,0.030959492502768794,0.1989628319744378,0.0
41,0.022335227685772382,0.36435323636505346,0.0
42,-0.05469483339337816,0.026140518328364132,0.0
43,0.013104087448093306,0.535238017647886,0.0
44,-0.02283655053742835,0.1979182389499582,0.0
45,0.022837528807294494,0.5878272759429736,0.0
46,-0.016276660533028717,0.16618488325208233,0.0
47,-0.010738875489428003,0.5353543939254855,0.0
48,0.02287727242361686,0.13808928405253376,0.0
49,-0.0023908445095458886,0.5678903999338425,0.0
50,-0.013294764669336403,0.118258637489989,0.0
51,-0.03665284937739326,0.1763082893611379,0.0
52,0.020920883088511262,0.4363382060186473,0.0
53,-0.03296680768095239,0.2197151715556728,0.0
54,0.01701199826434227,0.532942010317367,0.0
55,-0.018838869827777986,0.19574156206043883,0.0
56,0.007224593096001053,0.21997736856912678,0.0
57,-0.028595419095258832,-0.17460615339257574,0.0
58,0.015221594352520943,0.2531380485339759,0.0
59,0.033452297151530835,-0.6026975834292994,0.0
60,-0.010802055557892161,0.04168693077960872,0.0
61,0.06251385133300678,0.24664548816992687,0.0
62,0.002754422924917483,-0.01895713559391617,0.0
63,-0.0004345569872725623,0.5122534898217039,0.0
64,0.0397298064063439,-0.20354591744480394,0.0
65,-0.07815278735143003,0.34551167901260715,0.0
66,-0.06232187656037732,0.05733722609815395,0.0
67,-0.04313795982077501,0.11878812526355488,0.0
68,0.008632752925564072,-0.4014454443531397,0.0
69,0.026804918787089575,0.06272325458226541,0.0
70,-0.02854680902507358,0.2632257811712607,0.0
71,0.04712346263931315,-0.003642417904174239,0.0
72,-0.03121435892358962,0.2134203609193746,0.0
73,0.05771967598875947,-0.14351624315286998,0.0
74,-0.013331955364506525,0.12508431802158432,0.0
75,0.026001353622858887,-0.336958362696281,0.0
76,0.03517867498365709,0.06214134459030886,0.0
77,0.06119200267785636,-0.23365210080639237,0.0
78,0.05410038005958322,-0.07121988294047021,0.0
79,0.07221234840007944,-0.2940255949141506,0.0
80,0.07643789500288656,-0.07945580219553304,0.0
81,0.10565031654603482,-0.38283639774206907,0.0
82,0.04322015188270648,0.022112519530016306,0.0
83,0.10795859691001027,-0.3217306136826744,0.0
84,0.0624219263280119,-0.2704773915183055,0.0
85,0.05606107637065911,-0.20976705207308238,0.0
86,0.06961523165069361,-0.2855481561720489,0.0
87,0.0567029997428179,-0.1797016466113824,0.0
88,0.0683826085168148,-0.22749374842589132,0.0
89,0.03501500419711599,-0.27759440732930185,0.0
90,-0.006357393941792522,-0.10766324529998943,0.0
91,0.0653558844515958,-0.22892466662194857,0.0
92,0.07395156929203087,-0.3038548096160974,0.0
93,0.03319348770798442,-0.16486021479000185,0.0
94,0.06609340373374856,-0.2936338561704121,0.0
95,0.07161449933382585,-0.16572202476822998,0.0
96,0.03428163178594789,-0.06718519077009347,0.0
97,0.04384893064594607,-0.11460023322752586,0.0
98,0.09150595696420892,-0.23281691315216174,0.0
99,0.05186881067359566,-0.2075648347326358,0.0
100,0.07829148847068557,-0.19238114867904316,0.0
101,0.04026049988817852,-0.15138263746936279,0.0
102,0.05861467630753515,-0.19856691544999672,0.0
103,0.0164313161864247,-0.16834581446083877,0.0
104,0.04386286596780079,-0.2582456044109379,0.0
105,0.018064682689172305,-0.28252894676691653,0.0
106,0.0361784974042013,-0.2331771393127496,0.0
107,0.04156295928202679,-0.32234171455029403,0.0
108,0.019133766666610614,-0.07255216647331067,0.0
109,0.030688420173834177,-0.3066867708289425,0.0
110,0.015425601353492708,-0.4680648075305901,0.0
111,0.03081477887013494,-0.3295218426830522,0.0
112,0.054409647421236614,-0.40175425941704535,0.0
113,0.0840474179950056,-0.010481251071952191,0.0
114,0.07163489968896718,-0.49178915164220655,0.0
115,0.06512188762939472,-0.06992317714266177,0.0
116,0.10104304732762488,-0.35163376914300337,0.0
117,0.08303855989791846,-0.049672913209804354,0.0
118,0.0656445286122279,-0.399900674683668,0.0
119,0.12698424756691065,0.11998908442351619,0.0
120,0.07233790989161043,-0.23379231874459144,0.0
121,0.11243813329363701,-0.01137914434485968,0.0
122,0.06678436799680051,-0.31557422334936736,0.0
123,0.08705625362862371,-0.003817305644986324,0.0
124,0.09038652318090679,-0.21142367527948988,0.0
125,0.07613236261382958,-0.11274795505545505,0.0
126,0.09911970091021699,-0.27185265056260166,0.0
127,0.09878249897124393,-0.02309362805583331,0.0
128,0.10650768940336984,-0.19932854055168384,0.0
129,0.07012192180371336,-0.013435488192967346,0.0
130,0.10296810607591442,-0.08868678321691884,0.0
131,0.08139166191707342,-0.10187069481231933,0.0
132,0.0776233203253882,0.05571849251558257,0.0
133,0.0534964126957826,0.022916360834531038,0.0
134,0.056648335493495496,0.3312962004325806,0.0
135,0.06206820926248857,-0.07270520976179237,0.0
136,0.058072406322955634,0.26471274335975253,0.0
137,0.06693933360688663,-0.1570114373846344,0.0
138,0.08017840949898598,0.004525279550362337,0.0
139,0.06642986301926201,0.06927320622420323,0.0
140,0.04959311836418212,-0.002818108704301575,0.0
141,0.11636934649276016,-0.09097992467973666,0.0
142,0.08294617122626438,-0.012153665552799155,0.0
143,0.10118477881705774,-0.09847661650307267,0.0
144,0.07295247749973391,-0.08879049902567562,0.0
145,0.07333413234540954,0.04321162494590608,0.0
146,0.08392309408259563,-0.03722589948143791,0.0
147,0.07286347530912532,-0.023365510507841393,0.0
148,0.10015804492061116,0.030911884210921132,0.0
149,0.09773424425215405,0.08989038144163909,0.0
150,0.08723622396915699,-0.13366423397442745,0.0
151,0.09748240823456604,0.0881744297358085,0.0
152,0.03106216023911653,-0.2938625583762016,0.0
153,0.06661616615891447,-0.19071195368795982,0.0
154,0.05203487006602932,-0.2177277669629417,0.0
155,0.07536205110720795,-0.2220614781535483,0.0
156,0.06493589420209418,-0.11516195607557271,0.0
157,0.0753164561910313,-0.16832391221295823,0.0
158,0.08257918944457178,0.019920595857207235,0.0
159,0.0811789557509257,-0.19670206017159547,0.0
160,0.06313882308262228,-0.15561027230997052,0.0
161,0.06459590268425724,-0.21160044839501202,0.0
162,0.08841866519449676,-0.3084472303387697,0.0
163,0.08321638813837913,-0.14358208138390882,0.0
164,0.08800782981386251,-0.2919550035971781,0.0
165,0.043126498249689095,-0.19119158115246954,0.0
166,0.0760019145792817,-0.4539428209805455,0.0
167,0.10620720354218532,0.03738330620065914,0.0
168,0.07159635890956924,-0.24725198249099045,0.0
169,0.05704602246252656,-0.35004941387814315,0.0
170,0.03963448028931335,-0.16406609324541754,0.0
171,0.09141817269063188,-0.829611075213571,0.0
172,0.03368615797518002,0.04998467172376725,0.0
173,0.05164202432125771,-0.4389738753984901,0.0
174,-0.010907672714382088,-0.16074273848858134,0.0
175,0.08395066934624584,-0.5379487203077086,0.0
176,0.06294215382471506,-0.03667841696896475,0.0
177,0.05702514925304193,-0.37996785749324774,0.0
178,-0.03969719335501085,-0.1275553978500938,0.0
179,0.05880252595697219,-0.1625207219836506,0.0
180,0.11392220020566826,-0.25988586942350267,0.0
181,0.05195142191828381,-0.033248397983059584,0.0
182,0.07077167921024231,-0.35012897555870354,0.0
183,0.033817136273848636,-0.012070894039022118,0.0
184,0.08902514502467196,-0.5584579102641642,0.0
185,0.03308726520839047,0.03158522691932503,0.0
186,0.06333276560048609,-0.2057100074963709,0.0
187,0.07504775834635151,-0.42701427933527475,0.0
188,0.05537405743111194,0.004333964080842967,0.0
189,0.10421258127771717,-0.5157383556208422,0.0
190,0.07118639628755084,-0.372276974004863,0.0
191,0.09602886978931875,-0.49105510518582574,0.0
192,0.07655839542771567,-0.18139902397142826,0.0
193,0.09145594162092378,-0.6256493613471816,0.0
194,0.08331335872394391,-0.08330347110239882,0.0
195,0.04742603309504689,-0.3765524843550176,0.0
196,0.05593321128079953,-0.04111715860749435,0.0
197,0.03915254822723401,-0.5352905024880782,0.0
198,0.04006382416668047,-0.05162218246341267,0.0
199,0.03321245897162024,-0.417010968096793,0.0
200,0.05816003899670151,-0.29824045917612385,0.0
201,0.05115606305678494,-0.17001056038529536,0.0
202,0.05095626054760669,-0.5033491936406006,0.0
203,0.02984137561531373,-0.20840847266942905,0.0
204,0.0636678090942553,-0.2859450802717588,0.0
205,-0.008592774797579004,-0.4330754195311415,0.0
206,0.01748813972059359,-0.32125876604521686,0.0
207,0.020932878412449726,-0.2392523705162545,0.0
208,-0.004815718894741056,-0.35876748884461956,0.0
209,0.035063517896486346,-0.3498929197451119,0.0
210,0.03195842379454954,-0.42596511483921917,0.0
211,0.05425100675002711,-0.41274115310657744,0.0
212,-0.02118585157229517,-0.3841091003578411,0.0
213,-0.028570317681033755,-0.24215832075500365,0.0
214,0.02441981963005636,-0.3183876707031184,0.0
215,0.007052206466794624,-0.3007547380011044,0.0
216,0.05726858170990385,-0.6199463494318017,0.0
217,0.02297969261237719,-0.4058596268199919,0.0
218,0.03731862175518104,-0.20570210760649255,0.0
219,0.003,-0.8032670630357345,0.0
220,0.05414854467911001,-0.3620616862769171,0.0
221,-0.07535400050775741,-0.5562056807106175,0.0
222,-0.057223599923207816,-0.11738036636280912,0.0
223,-0.07504041062164182,-0.5409181014595421,0.0
224,-0.03597415337669523,-0.336206652867151,0.0
225,0.04777175523917934,-0.40701878793454227,0.0
226,-0.008701210838533606,-0.3363104047680031,0.0
227,-0.06580434798238749,-0.08996608558542464,0.0
228,0.03484592856077598,0.10477876475153143,0.0
229,0.1975812764685674,-0.10424744177420164,0.0
230,0.10044659673980492,0.2739729971383965,0.0
231,-0.0016841600364127518,-0.23435183110202304,0.0
232,0.02951791083256224,-0.07776109731982446,0.0
233,-0.042083037894505654,0.16039715362769552,0.0
234,0.21918785380077388,-0.4966361607435054,0.0
235,0.02799507657120496,0.05838589834736831,0.0
236,0.03825404198874613,0.06912459466194631,0.0
237,0.02039581522762719,-0.033360528255350935,0.0
238,0.0020026890399892014,0.026375984636762606,0.0
239,0.052787228059066084,0.15002847080309156,0.0
240,0.029642316637646667,0.008852300341597119,0.0
241,0.015879120460871272,-0.48739046301057226,0.0
242,0.006732439016091459,0.035389864883554965,0.0
243,0.008205640084185818,-0.16306934429277398,0.0
244,-0.007335782173729585,0.030952597535921833,0.0
245,0.01567153765385415,0.02289278100593184,0.0
246,-0.011347082616730097,0.14329009229435077,0.0
247,0.025164891641344875,0.23950428982491057,0.0
248,0.008619857159826258,-0.014934106505867462,0.0
249,0.009689990629809193,0.08817514914968627,0.0
250,-0.005613743845616373,0.08655467639866099,0.0
251,-0.019573453955082025,-0.5411293582336536,0.0
252,,,
253,0.033637128140970175,-0.08092678693006566,0.0
254,-0.010330900745058061,0.11590787382132739,0.0
255,0.023592768822825932,0.01878323255841787,0.0
256,0.009194921886476177,0.12513826806075237,0.0
257,0.013223710511922601,0.05515309160387769,0.0
258,-0.03159494522856795,-0.21095150094625703,0.0
259,0.00398236635652344,-0.1844618170408462,0.0
260,0.010508472230246974,-0.025334021009662255,0.0
261,-0.002190346680989783,-0.09631316187910403,0.0
262,-0.009941065904183213,0.1383781549497838,0.0
263,-0.007283543496126301,0.01930880412750403,0.0
264,0.008329774280462946,0.14189099281742004,0.0
265,0.024696241982129875,-0.038816223749011086,0.0
266,0.011836775714253943,0.02153134386937834,0.0
267,0.009149616600472386,-0.01638751429285896,0.0
268,0.0027042874724996953,0.06384722107454074,0.0
269,0.01005671580970234,0.175619416715088,0.0
270,-0.029526853447857607,-0.04235814372592825,0.0
271,0.025895113906606922,0.02715221456426789,0.0
272,0.04588480197962991,0.12418440149949941,0.0
273,0.012677324710886055,-0.12529618827495045,0.0
274,0.022332391552205455,-0.03863857841335546,0.0
275,0.03076816796158366,-0.09166635514717687,0.0
276,0.09278064900628996,0.5228085993628403,0.0
277,0.04312678823753052,0.02622838318602111,0.0
278,0.04045158965070007,0.11152583629816434,0.0
279,0.08024229121792101,0.28534800973603286,0.0
280,0.03442674432002164,-0.005151654182231869,0.0
281,0.03227177161866453,0.13413974975498177,0.0
282,0.020180850092780086,-0.049939433106176455,0.0
283,0.0635397751302909,0.07855006896305217,0.0
284,0.034151873633680704,0.01685274536571895,0.0
285,0.04030542678358272,0.07292639347024688,0.0
286,0.03980504643144174,0.05005952483503184,0.0
287,0.03701527103768175,0.03178181861096649,0.0
288,0.03147460050070459,0.002711653572168418,0.0
289,-0.010422523391383536,-0.06007044392758881,0.0
290,0.05261064698825936,0.03579354181086762,0.0
291,0.018537428851824155,0.01912538483985945,0.0
292,0.04063660645936147,0.0005590862772114748,0.0
293,0.003258714236172394,0.060095607738863105,0.0
294,0.03258643649098182,0.06915071927756075,0.0
295,0.0497661298684706,0.0969638553391865,0.0
296,0.016329347785532328,-0.07253111505585455,0.0
297,0.025750736330662296,0.01524455722848567,0.0
298,0.04291960184857955,-0.14052747335243188,0.0
299,0.027542752689463792,0.04425643428761906,0.0
300,0.02001885682846117,-0.1615247164843744,0.0
301,0.04795729402742705,0.09892493675613677,0.0
302,0.028944085156579685,-0.16751439441267368,0.0
303,0.04783689943741943,-0.019829851723488705,0.0
304,0.012942771594586355,0.056656877327412064,0.0
305,0.06772156692308633,-0.06927702226517667,0.0
306,0.05746745686511084,-0.19557035939255496,0.0
307,0.04939698581533079,-0.18196613334742845,0.0
308,0.06913053012721618,-0.027371620040490117,0.0
309,0.08360825598608072,-0.1971613121114043,0.0
310,0.07114546132630802,0.09796788842747915,0.0
311,0.06752816268332881,-0.17517829816402014,0.0
312,0.05546200299919748,-0.0223926058799306,0.0
313,0.043272078583811525,-0.15427024132344838,0.0
314,0.09564668895561772,-0.06073515535648298,0.0
315,0.0572149100615832,-0.13518633038348005,0.0
316,0.08811621148150724,-0.1470437708019398,0.0
317,0.050635945530669406,-0.035903330088082774,0.0
318,0.03661277873999885,-0.03981190203509032,0.0
319,0.025894390124134366,-0.2154116439200082,0.0
320,0.05026228265741166,0.025206647896865872,0.0
321,0.05435916697830947,-0.29943543466388356,0.0
322,0.0471610799182271,0.10992857832150749,0.0
323,0.08576638370953887,0.008944027690398815,0.0
324,0.028004071196315126,-0.21454089336008503,0.0
325,0.028219853532290333,0.12507422409070384,0.0
326,0.03054915123505883,0.036400740629758954,0.0
327,0.057507468224956976,-0.09123501210418711,0.0
328,0.08119347352936897,-0.029608407848947894,0.0
329,0.06913888699271817,0.13675712046688127,0.0
330,0.04230860617793301,-0.08049243983242516,0.0
331,0.05128407746946058,0.12516609091449088,0.0
332,0.0423461644528952,-0.027263325172666115,0.0
333,0.06032727205415541,0.030988259333228227,0.0
334,0.043129450542036034,0.016109117344583257,0.0
335,0.03772282899552993,-0.09242541060478499,0.0
336,0.051327608272319664,-0.13900175962477598,0.0
337,0.03142167394538015,-0.05096983873954939,0.0
338,0.011505444689125385,-0.06039935114637707,0.0
339,0.05939537292444528,-0.1430953013288016,0.0
340,0.02142634965283749,0.05651785315831913,0.0
341,0.01641616310813061,-0.1019286915893472,0.0
342,0.0030796943803009145,0.014532844586088542,0.0
343,-0.001783459321396133,-0.1402287294116639,0.0
344,-0.041389649780423546,-0.30030664583672023,0.0
345,-0.03072723317600615,-0.17154067108700688,0.0
346,-0.042815334869512146,-0.22951792283976236,0.0
347,-0.07112130931985973,-0.4216033780693854,0.0
348,-0.06306984302883352,-0.3333621867038813,0.0
349,0.012443910338577365,-0.015929972192363084,0.0
350,0.016219964820838602,-0.06644028538496036,0.0
351,-0.006388947338284556,-0.39873989132501336,0.0
352,0.0003931544305495035,-0.0995484666526301,0.0
353,0.06205966106571959,0.05559052730191205,0.0
354,0.05190433785698372,-0.20151501223547633,0.0
355,0.029853173916739337,0.09159805305591207,0.0
356,0.057205676114805856,-0.166735800657115,0.0
357,0.030259879620061485,-0.2056693051577488,0.0
358,0.046178291814259746,-0.06672094661568409,0.0
359,0.03474278574234583,-0.05041539005580426,0.0
360,0.04892336062342531,-0.1349098216652928,0.0
361,0.0543103119019633,-0.11888546390222882,0.0
362,0.034154521293764666,-0.049294384719617744,0.0
363,0.04854836330810906,-0.12124093323661982,0.0
364,0.016056890244976668,-0.20954868515749378,0.0
365,0.03369165367498722,-0.16258767636301816,0.0
366,0.053605599712552236,-0.3854181177038753,0.0
367,0.016020115913629347,-0.18576168318346903,0.0
368,0.039661880147496276,-0.3514550005370457,0.0
369,0.028355568872716015,-0.050445918919483426,0.0
370,0.00831643738699865,-0.2933283227027119,0.0
371,0.008643943766503064,-0.13864311398053683,0.0
372,0.0020665876155242344,-0.2451766023138014,0.0
373,0.01908913508613971,-0.08285035057573069,0.0
374,0.031518753646585025,-0.34031919369547664,0.0
375,0.02278689640477502,-0.20802705710552266,0.0
376,0.003924175126417569,-0.20138663966516324,0.0
377,0.015679139667224548,-0.20351390421892165,0.0
378,-0.03079630924798645,-0.39666560124796674,0.0
379,0.031116901312173345,-0.019535543859440986,0.0
380,-0.007753720867925538,-0.339363831085501,0.0
381,0.01884480599503346,-0.19203077777935543,0.0
382,-0.01579342137742765,-0.2737336203238112,0.0
383,0.030921109225147864,-0.13685663490230718,0.0
384,0.034873902588943705,-0.16660261116927524,0.0
385,0.01783430224881164,-0.10706428475872654,0.0
386,0.03413388829830914,-0.08581918525871685,0.0
387,0.03706183023650652,-0.3380328218913958,0.0
388,0.03845166526798751,-0.1412775404170167,0.0
389,0.045849579432192845,-0.3021295805525183,0.0
390,0.03770859051158397,-0.21348946123982263,0.0
391,0.014383037606681094,-0.17270422154621892,0.0
392,0.022865830433012158,-0.45673920074016927,0.0
393,0.035658177223635755,-0.2378212949721802,0.0
394,0.0213549425403288,-0.38850165662136665,0.0
395,0.02506357162315077,-0.13421719919099884,0.0
396,0.03845096288905417,-0.25810095763298746,0.0
397,0.029659406566861817,-0.1367654412896505,0.0
398,0.05836088109036152,-0.3882037926970972,0.0
399,0.05376424868480086,-0.3697881774824682,0.0
400,0.026611375567843154,-0.35306250763571323,0.0
401,0.03338216162963151,-0.24560040820516935,0.0
402,0.03390424435315468,-0.24194787989808125,0.0
403,0.04160060227564489,-0.45058689348358066,0.0
404,0.04594896066728569,-0.3093504243450868,0.0
405,0.03702883929464461,-0.4146985420374068,0.0
406,-0.013655462837244541,-0.2694092865272706,0.0
407,0.05614855708309768,-0.37978685586706246,0.0
408,0.01977590612348372,-0.011211579408026418,0.0
409,0.0444576215098518,-0.36400136752774903,0.0
410,0.00955403645828706,-0.23112251317613647,0.0
411,0.0417851921447866,-0.4286353410326023,0.0
412,0.012086859075066904,-0.3761208640093709,0.0
413,0.007194273037839068,-0.45165515598361977,0.0
414,0.03205526495788735,-0.19900524603501504,0.0
415,0.08936111871801075,-0.7790728756968645,0.0
416,0.09313721098529984,-0.4427298198705023,0.0
417,0.09171380072566013,-0.5967596752143542,0.0
418,0.11741902701498516,-0.5577591339459536,0.0
419,0.08012250139714044,-0.4745680634204366,0.0
420,,,
421,0.024629455550920186,-0.25233942459403746,0.0
422,,,
423,0.03327928343292025,-0.22977738852121143,0.0
424,,,
425,,,
426,,,
427,,,
428,,,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
451,,,
452,,,
453,,,
454,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
465,,,
466,,,
467,,,
468,,,
469,,,
470,,,
471,,,
472,,,
473,,,
474,,,
475,,,
476,,,
477,,,
478,,,
479,,,
480,,,
481,,,
482,,,
483,,,
484,,,
485,,,
486,,,
487,,,
488,,,
489,,,
490,,,
491,,,
492,,,
493,,,
